t_s,phase,joint,joint_index,command,pass_index,amplitude,direction,target_endpoint_deg,stop_reason,slew_deg,boom_deg,arm_deg,bucket_deg,slew_vel_deg_s,boom_vel_deg_s,arm_vel_deg_s,bucket_vel_deg_s,segment_id,progress_vel_deg_s,progress_vel_deg_s_med,joint_angle_deg,joint_vel_deg_s,forward_vel_deg_s,rate_per_command,source_segment_id,angle_bin_deg
656.917608,sweep,boom,1,0.4,1,0.4,1,,,9.77288,-35.521038,28.654814,-119.164558,-0.483797,3.389221,0.187447,-0.27259,69,3.389221,3.389221,-35.521038,3.389221,3.389221,8.4730525,69,-36.0
656.938298,sweep,boom,1,0.4,1,0.4,1,,,9.790256,-35.574791,28.639322,-119.205002,0.839837,-2.598081,-0.748723,-1.954998,69,-2.598081,4.917048,-35.574791,-2.598081,-2.598081,-6.4952024999999995,69,-36.0
656.959017,sweep,boom,1,0.4,1,0.4,1,,,9.798165,-35.623779,28.595882,-119.244797,0.381749,-2.364336,-2.09665,-1.920611,69,-2.364336,4.917048,-35.623779,-2.364336,-2.364336,-5.91084,69,-36.0
656.97972,sweep,boom,1,0.4,1,0.4,1,,,9.814394,-35.596924,28.563959,-119.243103,0.783877,1.297225,-1.542022,0.081819,69,1.297225,3.389221,-35.596924,1.297225,1.297225,3.2430625,69,-36.0
657.000418,sweep,boom,1,0.4,1,0.4,1,,,9.816757,-35.495152,28.575762,-119.205589,0.114181,4.917048,0.570246,1.812378,69,4.917048,2.427424,-35.495152,4.917048,4.917048,12.29262,69,-36.0
657.062488,sweep,boom,1,0.4,1,0.4,1,,,9.762321,-35.13538,28.654514,-119.144875,-1.668029,2.427424,0.40281,0.281967,69,2.427424,2.427424,-35.13538,2.427424,2.427424,6.068559999999999,69,-36.0
657.083183,sweep,boom,1,0.4,1,0.4,1,,,9.770913,-35.154011,28.643559,-119.207474,0.415203,-0.900377,-0.529401,-3.02524,69,-0.900377,4.212568,-35.154011,-0.900377,-0.900377,-2.2509425,69,-36.0
657.103868,sweep,boom,1,0.4,1,0.4,1,,,9.776199,-35.197041,28.59729,-119.236572,0.25557,-2.080225,-2.236737,-1.406628,69,-2.080225,4.212568,-35.197041,-2.080225,-2.080225,-5.200562499999999,69,-36.0
657.124556,sweep,boom,1,0.4,1,0.4,1,,,9.787346,-35.180378,28.553276,-119.221092,0.538815,0.805581,-2.127525,0.748133,69,0.805581,3.428985,-35.180378,0.805581,0.805581,2.0139525,69,-36.0
657.145245,sweep,boom,1,0.4,1,0.4,1,,,9.793398,-35.093224,28.573288,-119.203117,0.292503,4.212568,0.967306,0.868925,69,4.212568,2.427424,-35.093224,4.212568,4.212568,10.531419999999999,69,-36.0
657.207311,sweep,boom,1,0.4,1,0.4,1,,,9.779737,-34.716881,28.660578,-119.138313,0.197394,3.428985,1.187007,-0.425817,69,3.428985,3.428985,-34.716881,3.428985,3.428985,8.572462499999999,69,-34.0
657.227999,sweep,boom,1,0.4,1,0.4,1,,,9.76773,-34.737068,28.634008,-119.166412,-0.580395,-0.975908,-1.284263,-1.358216,69,-0.975908,3.9266,-34.737068,-0.975908,-0.975908,-2.4397699999999998,69,-34.0
657.248737,sweep,boom,1,0.4,1,0.4,1,,,9.785133,-34.777641,28.584095,-119.195999,0.839229,-1.956444,-2.407018,-1.426821,69,-1.956444,3.9266,-34.777641,-1.956444,-1.956444,-4.89111,69,-34.0
657.26943,sweep,boom,1,0.4,1,0.4,1,,,9.799846,-34.806477,28.551378,-119.201073,0.71119,-1.393986,-1.581524,-0.244988,69,-1.393986,3.9266,-34.806477,-1.393986,-1.393986,-3.484965,69,-34.0
657.290099,sweep,boom,1,0.4,1,0.4,1,,,9.802304,-34.725296,28.557497,-119.164116,0.118928,3.9266,0.295998,1.78722,69,3.9266,3.428985,-34.725296,3.9266,3.9266,9.8165,69,-34.0
657.352168,sweep,boom,1,0.4,1,0.4,1,,,9.758359,-34.344418,28.638573,-119.101662,-0.781343,4.30366,1.038268,0.117565,69,4.30366,3.9266,-34.344418,4.30366,4.30366,10.759149999999998,69,-34.0
657.372856,sweep,boom,1,0.4,1,0.4,1,,,9.772265,-34.352531,28.620745,-119.125061,0.672186,-0.392218,-0.861692,-1.131094,69,-0.392218,4.30366,-34.352531,-0.392218,-0.392218,-0.980545,69,-34.0
657.393561,sweep,boom,1,0.4,1,0.4,1,,,9.780735,-34.394905,28.580338,-119.175308,0.409068,-2.046661,-1.951652,-2.426699,69,-2.046661,4.97251,-34.394905,-2.046661,-2.046661,-5.116652499999999,69,-34.0
657.414272,sweep,boom,1,0.4,1,0.4,1,,,9.798206,-34.411121,28.555639,-119.190453,0.843579,-0.7829,-1.192487,-0.731454,69,-0.7829,4.386854,-34.411121,-0.7829,-0.7829,-1.95725,69,-34.0
657.434966,sweep,boom,1,0.4,1,0.4,1,,,9.791253,-34.308216,28.565626,-119.166847,-0.335989,4.97251,0.482531,1.140647,69,4.97251,4.30366,-34.308216,4.97251,4.97251,12.431275,69,-34.0
657.497024,sweep,boom,1,0.4,1,0.4,1,,,9.7662,-33.940601,28.635498,-119.086159,-0.452219,4.386854,1.080044,0.22644,69,4.386854,3.492019,-33.940601,4.386854,4.386854,10.967134999999999,69,-34.0
657.517708,sweep,boom,1,0.4,1,0.4,1,,,9.764766,-33.94854,28.636509,-119.114792,-0.069342,-0.383691,0.048869,-1.384194,69,-0.383691,4.386854,-33.94854,-0.383691,-0.383691,-0.9592275,69,-34.0
657.538403,sweep,boom,1,0.4,1,0.4,1,,,9.764752,-33.994041,28.59296,-119.146347,-0.00066,-2.198836,-2.10444,-1.524861,69,-2.198836,4.386854,-33.994041,-2.198836,-2.198836,-5.49709,69,-34.0
657.55909,sweep,boom,1,0.4,1,0.4,1,,,9.76758,-34.016811,28.56695,-119.155502,0.136688,-1.100764,-1.257261,-0.442419,69,-1.100764,4.386854,-34.016811,-1.100764,-1.100764,-2.75191,69,-34.0
657.579784,sweep,boom,1,0.4,1,0.4,1,,,9.769629,-33.94455,28.562429,-119.140129,0.099018,3.492019,-0.218499,0.742632,69,3.492019,3.492019,-33.94455,3.492019,3.492019,8.7300475,69,-34.0
657.641848,sweep,boom,1,0.4,1,0.4,1,,,9.754397,-33.531624,28.636509,-119.070023,-0.624767,5.283442,1.138582,0.591085,69,5.283442,3.492019,-33.531624,5.283442,5.283442,13.208604999999999,69,-34.0
657.662533,sweep,boom,1,0.4,1,0.4,1,,,9.747581,-33.506405,28.639843,-119.107513,-0.329532,1.21907,0.161134,-1.812096,69,1.21907,3.638104,-33.506405,1.21907,1.21907,3.047675,69,-34.0
657.683218,sweep,boom,1,0.4,1,0.4,1,,,9.750956,-33.573479,28.610336,-119.139503,0.163122,-3.242629,-1.426492,-1.546688,69,-3.242629,5.283442,-33.573479,-3.242629,-3.242629,-8.106572499999999,69,-34.0
657.704007,sweep,boom,1,0.4,1,0.4,1,,,9.756214,-33.598217,28.57766,-119.148338,0.252985,-1.190017,-1.571795,-0.425147,69,-1.190017,5.283442,-33.598217,-1.190017,-1.190017,-2.9750425000000003,69,-34.0
657.724696,sweep,boom,1,0.4,1,0.4,1,,,9.773235,-33.522949,28.566158,-119.12883,0.8227,3.638104,-0.55595,0.94287,69,3.638104,3.638104,-33.522949,3.638104,3.638104,9.09526,69,-34.0
657.786775,sweep,boom,1,0.4,1,0.4,1,,,9.753181,-33.129543,28.637684,-119.055763,-0.918955,6.44391,0.928858,0.310279,69,6.44391,2.820541,-33.129543,6.44391,6.44391,16.109775,69,-34.0
657.807458,sweep,boom,1,0.4,1,0.4,1,,,9.742977,-33.126266,28.638599,-119.072113,-0.493362,0.15851,0.044251,-0.790568,69,0.15851,3.638104,-33.126266,0.15851,0.15851,0.396275,69,-34.0
657.828151,sweep,boom,1,0.4,1,0.4,1,,,9.744452,-33.176781,28.612207,-119.11348,0.071295,-2.441209,-1.275396,-1.998913,69,-2.441209,6.227579,-33.176781,-2.441209,-2.441209,-6.1030225,69,-34.0
657.848835,sweep,boom,1,0.4,1,0.4,1,,,9.759588,-33.192055,28.568823,-119.119942,0.731744,-0.738348,-2.097491,-0.312378,69,-0.738348,5.688461,-33.192055,-0.738348,-0.738348,-1.84587,69,-34.0
657.869596,sweep,boom,1,0.4,1,0.4,1,,,9.77146,-33.133507,28.56732,-119.113373,0.571873,2.820541,-0.072389,0.316538,69,2.820541,2.820541,-33.133507,2.820541,2.820541,7.051352499999999,69,-34.0
657.95239,sweep,boom,1,0.4,1,0.4,1,,,9.744671,-32.723995,28.629557,-119.035507,-0.069954,0.864531,0.231642,-0.289717,69,0.864531,2.820541,-32.723995,0.864531,0.864531,2.1613275,69,-32.0
657.973125,sweep,boom,1,0.4,1,0.4,1,,,9.754944,-32.773609,28.608984,-119.067085,0.495458,-2.392956,-0.992233,-1.523269,69,-2.392956,5.477437,-32.773609,-2.392956,-2.392956,-5.98239,69,-32.0
657.993844,sweep,boom,1,0.4,1,0.4,1,,,9.758878,-32.800411,28.570993,-119.100052,0.189877,-1.293537,-1.8335,-1.590879,69,-1.293537,5.477437,-32.800411,-1.293537,-1.293537,-3.2338424999999997,69,-32.0
658.014561,sweep,boom,1,0.4,1,0.4,1,,,9.759001,-32.773186,28.564491,-119.082672,0.005934,1.314144,-0.313865,0.838731,69,1.314144,2.204509,-32.773186,1.314144,1.314144,3.28536,69,-32.0
658.097386,sweep,boom,1,0.4,1,0.4,1,,,9.732103,-32.353718,28.641045,-119.005684,-1.205158,2.204509,-0.105542,0.259238,69,2.204509,2.204509,-32.353718,2.204509,2.204509,5.5112725,69,-32.0
658.11809,sweep,boom,1,0.4,1,0.4,1,,,9.739617,-32.389385,28.636181,-119.054726,0.36287,-1.722641,-0.234876,-2.368548,69,-1.722641,4.78193,-32.389385,-1.722641,-1.722641,-4.3066025,69,-32.0
658.138886,sweep,boom,1,0.4,1,0.4,1,,,9.742772,-32.409657,28.594381,-119.066841,0.151743,-0.974835,-2.010104,-0.582667,69,-0.974835,4.78193,-32.409657,-0.974835,-0.974835,-2.4370875,69,-32.0
658.159594,sweep,boom,1,0.4,1,0.4,1,,,9.754097,-32.375763,28.584845,-119.065781,0.546865,1.636637,-0.460448,0.051454,69,1.636637,2.549375,-32.375763,1.636637,1.636637,4.091592499999999,69,-32.0
658.180288,sweep,boom,1,0.4,1,0.4,1,,,9.76172,-32.27681,28.589928,-119.055351,0.368349,4.78193,0.245566,0.503674,69,4.78193,2.204509,-32.27681,4.78193,4.78193,11.954825,69,-32.0
658.242388,sweep,boom,1,0.4,1,0.4,1,,,9.746392,-31.976648,28.638996,-119.006775,-0.104272,2.549375,-0.007919,-0.533237,69,2.549375,2.549375,-31.976648,2.549375,2.549375,6.3734375,69,-32.0
658.263093,sweep,boom,1,0.4,1,0.4,1,,,9.733565,-32.009926,28.622152,-119.025673,-0.619524,-1.607201,-0.813497,-0.912462,69,-1.607201,4.665118,-32.009926,-1.607201,-1.607201,-4.0180025,69,-32.0
658.283793,sweep,boom,1,0.4,1,0.4,1,,,9.741052,-32.041454,28.590256,-119.049942,0.361641,-1.523114,-1.540932,-1.172692,69,-1.523114,4.665118,-32.041454,-1.523114,-1.523114,-3.807785,69,-32.0
658.304504,sweep,boom,1,0.4,1,0.4,1,,,9.74545,-32.007851,28.566296,-119.0494,0.212388,1.622593,-1.156922,0.026384,69,1.622593,3.645868,-32.007851,1.622593,1.622593,4.0564824999999995,69,-32.0
658.325199,sweep,boom,1,0.4,1,0.4,1,,,9.752321,-31.911297,28.582661,-119.026398,0.331997,4.665118,0.79072,1.111497,69,4.665118,2.549375,-31.911297,4.665118,4.665118,11.662795,69,-32.0
658.387301,sweep,boom,1,0.4,1,0.4,1,,,9.731544,-31.581797,28.651945,-118.988129,-0.696179,3.645868,0.504812,0.092384,69,3.645868,3.645868,-31.581797,3.645868,3.645868,9.11467,69,-32.0
658.407999,sweep,boom,1,0.4,1,0.4,1,,,9.741379,-31.612013,28.645128,-119.016571,0.475204,-1.459933,-0.329343,-1.374133,69,-1.459933,4.665118,-31.612013,-1.459933,-1.459933,-3.6498324999999996,69,-32.0
658.428713,sweep,boom,1,0.4,1,0.4,1,,,9.750422,-31.636971,28.618723,-119.051476,0.436661,-1.205106,-1.275025,-1.685302,69,-1.205106,5.223074,-31.636971,-1.205106,-1.205106,-3.012765,69,-32.0
658.449443,sweep,boom,1,0.4,1,0.4,1,,,9.752376,-31.619198,28.597946,-119.056976,0.094254,0.857516,-1.002523,-0.265626,69,0.857516,4.632833,-31.619198,0.857516,0.857516,2.1437899999999996,69,-32.0
658.470124,sweep,boom,1,0.4,1,0.4,1,,,9.750436,-31.511131,28.59337,-119.022049,-0.093753,5.223074,-0.221177,1.688206,69,5.223074,3.645868,-31.511131,5.223074,5.223074,13.057685000000001,69,-32.0
658.532227,sweep,boom,1,0.4,1,0.4,1,,,9.748182,-31.174021,28.647751,-118.959145,-0.071924,4.632833,0.437483,0.8136,69,4.632833,4.587611,-31.174021,4.632833,4.632833,11.582082499999999,69,-32.0
658.552983,sweep,boom,1,0.4,1,0.4,1,,,9.763441,-31.172094,28.640936,-118.991821,0.735167,0.092801,-0.328423,-1.574324,69,0.092801,4.632833,-31.172094,0.092801,0.092801,0.23200249999999997,69,-32.0
658.573792,sweep,boom,1,0.4,1,0.4,1,,,9.757895,-31.210451,28.613573,-119.018387,-0.266528,-1.843376,-1.314915,-1.27684,69,-1.843376,4.632833,-31.210451,-1.843376,-1.843376,-4.60844,69,-32.0
658.594509,sweep,boom,1,0.4,1,0.4,1,,,9.756583,-31.194292,28.579723,-119.007133,-0.063299,0.780029,-1.633907,0.543317,69,0.780029,4.587611,-31.194292,0.780029,0.780029,1.9500724999999999,69,-32.0
658.615207,sweep,boom,1,0.4,1,0.4,1,,,9.759342,-31.099339,28.589354,-119.005669,0.133319,4.587611,0.465295,0.070619,69,4.587611,4.251283,-31.099339,4.587611,4.587611,11.4690275,69,-32.0
658.677321,sweep,boom,1,0.4,1,0.4,1,,,9.750012,-30.779003,28.640007,-118.943665,0.185383,4.251283,0.707228,0.525803,69,4.251283,3.591158,-30.779003,4.251283,4.251283,10.628207499999998,69,-30.0
658.698027,sweep,boom,1,0.4,1,0.4,1,,,9.738784,-30.761217,28.635731,-118.970261,-0.542285,0.858947,-0.20649,-1.284463,69,0.858947,4.251283,-30.761217,0.858947,0.858947,2.1473675,69,-30.0
658.718728,sweep,boom,1,0.4,1,0.4,1,,,9.743592,-30.790409,28.598328,-118.986534,0.232287,-1.410218,-1.806821,-0.785948,69,-1.410218,4.251283,-30.790409,-1.410218,-1.410218,-3.5255449999999997,69,-30.0
658.739425,sweep,boom,1,0.4,1,0.4,1,,,9.749097,-30.797335,28.572769,-118.987793,0.265987,-0.334628,-1.234891,-0.060722,69,-0.334628,4.251283,-30.797335,-0.334628,-0.334628,-0.8365699999999999,69,-30.0
658.760126,sweep,boom,1,0.4,1,0.4,1,,,9.746297,-30.722996,28.579327,-118.971809,-0.135279,3.591158,0.31675,0.772079,69,3.591158,3.591158,-30.722996,3.591158,3.591158,8.977895,69,-30.0
658.822224,sweep,boom,1,0.4,1,0.4,1,,,9.73403,-30.371458,28.630335,-118.918381,-0.23035,4.862421,0.935259,0.394036,69,4.862421,3.36141,-30.371458,4.862421,4.862421,12.1560525,69,-30.0
658.84293,sweep,boom,1,0.4,1,0.4,1,,,9.729098,-30.343729,28.627588,-118.94072,-0.238161,1.339241,-0.132605,-1.078649,69,1.339241,3.591158,-30.343729,1.339241,1.339241,3.3481024999999995,69,-30.0
658.863627,sweep,boom,1,0.4,1,0.4,1,,,9.730424,-30.382183,28.594559,-118.961807,0.064021,-1.857937,-1.595912,-1.01906,69,-1.857937,4.862421,-30.382183,-1.857937,-1.857937,-4.644842499999999,69,-30.0
658.884344,sweep,boom,1,0.4,1,0.4,1,,,9.742731,-30.40486,28.582441,-118.979774,0.59412,-1.094605,-0.584888,-0.867112,69,-1.094605,4.862421,-30.40486,-1.094605,-1.094605,-2.7365125,69,-30.0
658.905049,sweep,boom,1,0.4,1,0.4,1,,,9.746666,-30.335258,28.583521,-118.96386,0.190007,3.36141,0.05212,0.768605,69,3.36141,3.36141,-30.335258,3.36141,3.36141,8.403524999999998,69,-30.0
658.967138,sweep,boom,1,0.4,1,0.4,1,,,9.725342,-29.994911,28.626755,-118.919991,-0.679536,5.311598,0.507343,0.641931,69,5.311598,3.070491,-29.994911,5.311598,5.311598,13.278995,69,-30.0
658.98784,sweep,boom,1,0.4,1,0.4,1,,,9.72052,-29.985636,28.63319,-118.950935,-0.232928,0.448041,0.310791,-1.494569,69,0.448041,3.36141,-29.985636,0.448041,0.448041,1.1201025,69,-30.0
659.008583,sweep,boom,1,0.4,1,0.4,1,,,9.728525,-30.000866,28.614433,-118.974594,0.385916,-0.734294,-0.904203,-1.140626,69,-0.734294,4.600017,-30.000866,-0.734294,-0.734294,-1.835735,69,-30.0
659.029282,sweep,boom,1,0.4,1,0.4,1,,,9.727923,-30.02282,28.591799,-118.979759,-0.029037,-1.060524,-1.093521,-0.249457,69,-1.060524,4.600017,-30.02282,-1.060524,-1.060524,-2.65131,69,-30.0
659.050001,sweep,boom,1,0.4,1,0.4,1,,,9.725765,-29.959202,28.58337,-118.965385,-0.104174,3.070491,-0.406805,0.693613,69,3.070491,3.070491,-29.959202,3.070491,3.070491,7.6762274999999995,69,-30.0
659.112111,sweep,boom,1,0.4,1,0.4,1,,,9.721872,-29.64776,28.628204,-118.903084,-0.153086,4.609746,1.056428,0.841975,69,4.609746,2.93185,-29.64776,4.609746,4.609746,11.524365,69,-30.0
659.132816,sweep,boom,1,0.4,1,0.4,1,,,9.718976,-29.607107,28.623367,-118.91375,-0.139863,1.963361,-0.233545,-0.51525,69,1.963361,3.070491,-29.607107,1.963361,1.963361,4.908402499999999,69,-30.0
659.153523,sweep,boom,1,0.4,1,0.4,1,,,9.728634,-29.632063,28.608204,-118.931252,0.46642,-1.205303,-0.732286,-0.845097,69,-1.205303,4.365201,-29.632063,-1.205303,-1.205303,-3.0132575,69,-30.0
659.174239,sweep,boom,1,0.4,1,0.4,1,,,9.739153,-29.642323,28.575188,-118.939201,0.507756,-0.495227,-1.593825,-0.383784,69,-0.495227,4.365201,-29.642323,-0.495227,-0.495227,-1.2380674999999999,69,-30.0
659.19494,sweep,boom,1,0.4,1,0.4,1,,,9.743114,-29.581629,28.577332,-118.939102,0.191365,2.93185,0.103601,0.004619,69,2.93185,2.93185,-29.581629,2.93185,2.93185,7.329624999999999,69,-30.0
659.215644,sweep,boom,1,0.4,1,0.4,1,,,9.726284,-29.491253,28.576403,-118.914642,-0.812867,4.365201,-0.044866,1.181692,69,4.365201,2.39625,-29.491253,4.365201,4.365201,10.9130025,69,-30.0
659.236339,sweep,boom,1,0.4,1,0.4,1,,,9.725724,-29.372231,28.601648,-118.897537,-0.027062,5.75107,1.219784,0.82639,69,5.75107,2.39625,-29.372231,5.75107,5.75107,14.377675,69,-30.0
659.257045,sweep,boom,1,0.4,1,0.4,1,,,9.707979,-29.266512,28.608971,-118.877182,-0.857021,5.10584,0.353628,0.983034,69,5.10584,2.39625,-29.266512,5.10584,5.10584,12.764599999999998,69,-30.0
659.277745,sweep,boom,1,0.4,1,0.4,1,,,9.711067,-29.216911,28.618736,-118.886345,0.149147,2.39625,0.471859,-0.442821,69,2.39625,2.93185,-29.216911,2.39625,2.39625,5.9906250000000005,69,-30.0
659.298448,sweep,boom,1,0.4,1,0.4,1,,,9.699429,-29.225094,28.603136,-118.906509,-0.562157,-0.395225,-0.753502,-0.973878,69,-0.395225,4.289851,-29.225094,-0.395225,-0.395225,-0.9880625,69,-30.0
659.319162,sweep,boom,1,0.4,1,0.4,1,,,9.706026,-29.25721,28.583084,-118.91964,0.318529,-1.550438,-0.968117,-0.633761,69,-1.550438,4.289851,-29.25721,-1.550438,-1.550438,-3.876095,69,-30.0
659.339877,sweep,boom,1,0.4,1,0.4,1,,,9.720916,-29.216064,28.572456,-118.900429,0.71879,1.986234,-0.513044,0.927173,69,1.986234,3.289021,-29.216064,1.986234,1.986234,4.965585,69,-30.0
659.360572,sweep,boom,1,0.4,1,0.4,1,,,9.723061,-29.127285,28.576349,-118.886787,0.103632,4.289851,0.188122,0.659419,69,4.289851,2.39625,-29.127285,4.289851,4.289851,10.724627499999999,69,-30.0
659.422678,sweep,boom,1,0.4,1,0.4,1,,,9.693746,-28.830841,28.617754,-118.854355,-0.802796,3.289021,0.206471,0.285629,69,3.289021,3.289021,-28.830841,3.289021,3.289021,8.222552499999999,69,-28.0
659.443377,sweep,boom,1,0.4,1,0.4,1,,,9.686587,-28.851702,28.599079,-118.871078,-0.345864,-1.007889,-0.902282,-0.807896,69,-1.007889,3.91802,-28.851702,-1.007889,-1.007889,-2.5197225,69,-28.0
659.464078,sweep,boom,1,0.4,1,0.4,1,,,9.697215,-28.872711,28.587673,-118.894447,0.513311,-1.014747,-0.550919,-1.128889,69,-1.014747,3.91802,-28.872711,-1.014747,-1.014747,-2.5368675,69,-28.0
659.484783,sweep,boom,1,0.4,1,0.4,1,,,9.700958,-28.832535,28.585106,-118.899582,0.180775,1.940362,-0.124035,-0.248071,69,1.940362,3.289021,-28.832535,1.940362,1.940362,4.850904999999999,69,-28.0
659.505494,sweep,boom,1,0.4,1,0.4,1,,,9.695467,-28.751392,28.581663,-118.870369,-0.265159,3.91802,-0.166219,1.410883,69,3.91802,3.263569,-28.751392,3.91802,3.91802,9.79505,69,-28.0
659.567708,sweep,boom,1,0.4,1,0.4,1,,,9.697953,-28.456888,28.628149,-118.842087,-0.230331,3.263569,0.452082,-0.141894,69,3.263569,3.263569,-28.456888,3.263569,3.263569,8.1589225,69,-28.0
659.588439,sweep,boom,1,0.4,1,0.4,1,,,9.71317,-28.45693,28.629419,-118.865532,0.734032,-0.001977,0.061279,-1.130699,69,-0.001977,3.91802,-28.45693,-0.001977,-0.001977,-0.0049425,69,-28.0
659.609133,sweep,boom,1,0.4,1,0.4,1,,,9.710766,-28.488075,28.607208,-118.885254,-0.116184,-1.505106,-1.073378,-0.953234,69,-1.505106,4.411961,-28.488075,-1.505106,-1.505106,-3.762765,69,-28.0
659.629833,sweep,boom,1,0.4,1,0.4,1,,,9.712528,-28.472872,28.599421,-118.884834,0.08513,0.734497,-0.376157,0.020458,69,0.734497,3.263569,-28.472872,0.734497,0.734497,1.8362424999999998,69,-28.0
659.65059,sweep,boom,1,0.4,1,0.4,1,,,9.710521,-28.381292,28.596361,-118.863358,-0.096742,4.411961,-0.147416,1.034547,69,4.411961,3.160769,-28.381292,4.411961,4.411961,11.029902499999999,69,-28.0
659.712795,sweep,boom,1,0.4,1,0.4,1,,,9.709154,-28.088223,28.628067,-118.821899,0.106261,3.160769,0.316803,-0.143881,69,3.160769,3.160769,-28.088223,3.160769,3.160769,7.9019225,69,-28.0
659.733622,sweep,boom,1,0.4,1,0.4,1,,,9.691,-28.055368,28.621223,-118.838058,-0.871714,1.577481,-0.328615,-0.77595,69,1.577481,3.506345,-28.055368,1.577481,1.577481,3.9437024999999997,69,-28.0
659.754323,sweep,boom,1,0.4,1,0.4,1,,,9.719017,-28.082281,28.594776,-118.852242,1.353394,-1.299944,-1.277509,-0.684945,69,-1.299944,3.506345,-28.082281,-1.299944,-1.299944,-3.24986,69,-28.0
659.775102,sweep,boom,1,0.4,1,0.4,1,,,9.727268,-28.058922,28.583042,-118.852089,0.397085,1.124197,-0.564728,0.007232,69,1.124197,3.160769,-28.058922,1.124197,1.124197,2.8104924999999996,69,-28.0
659.7958,sweep,boom,1,0.4,1,0.4,1,,,9.72899,-27.986343,28.582169,-118.84552,0.083154,3.506345,-0.042237,0.317439,69,3.506345,3.067379,-27.986343,3.506345,3.506345,8.765862499999999,69,-28.0
659.857986,sweep,boom,1,0.4,1,0.4,1,,,9.708089,-27.713381,28.613068,-118.801544,-0.56991,3.067379,-0.163866,0.906196,69,3.067379,3.067379,-27.713381,3.067379,3.067379,7.668447499999999,69,-28.0
659.878808,sweep,boom,1,0.4,1,0.4,1,,,9.699319,-27.690884,28.615309,-118.806992,-0.421214,1.080591,0.1076,-0.261782,69,1.080591,3.506345,-27.690884,1.080591,1.080591,2.7014775,69,-28.0
659.899508,sweep,boom,1,0.4,1,0.4,1,,,9.708785,-27.712849,28.597769,-118.831177,0.457286,-1.061062,-0.847266,-1.16796,69,-1.061062,3.574698,-27.712849,-1.061062,-1.061062,-2.6526549999999998,69,-28.0
659.920294,sweep,boom,1,0.4,1,0.4,1,,,9.710534,-27.708778,28.592249,-118.835571,0.084126,0.195856,-0.265522,-0.211629,69,0.195856,3.574698,-27.708778,0.195856,0.195856,0.48963999999999996,69,-28.0
659.94099,sweep,boom,1,0.4,1,0.4,1,,,9.710999,-27.634794,28.58893,-118.816231,0.022441,3.574698,-0.160386,0.934596,69,3.574698,3.067379,-27.634794,3.574698,3.574698,8.936745,69,-28.0
660.003209,sweep,boom,1,0.4,1,0.4,1,,,9.699947,-27.344347,28.622631,-118.773842,-0.355483,4.153674,0.172135,0.606761,69,4.153674,2.874325,-27.344347,4.153674,4.153674,10.384184999999999,69,-28.0
660.023916,sweep,boom,1,0.4,1,0.4,1,,,9.698704,-27.326397,28.622126,-118.790428,-0.060032,0.866841,-0.024409,-0.800871,69,0.866841,3.574698,-27.326397,0.866841,0.866841,2.1671025,69,-28.0
660.044672,sweep,boom,1,0.4,1,0.4,1,,,9.701272,-27.347324,28.614885,-118.831436,0.123737,-1.008322,-0.348832,-1.975836,69,-1.008322,4.153674,-27.347324,-1.008322,-1.008322,-2.5208049999999997,69,-28.0
660.065395,sweep,boom,1,0.4,1,0.4,1,,,9.702338,-27.340796,28.589695,-118.822052,0.051416,0.315086,-1.215519,0.452853,69,0.315086,4.057244,-27.340796,0.315086,0.315086,0.7877149999999999,69,-28.0
660.086111,sweep,boom,1,0.4,1,0.4,1,,,9.702352,-27.28125,28.591579,-118.818077,0.000659,2.874325,0.090997,0.191885,69,2.874325,2.874325,-27.28125,2.874325,2.874325,7.185812499999999,69,-28.0
660.148246,sweep,boom,1,0.4,1,0.4,1,,,9.694824,-26.990734,28.628094,-118.780098,-0.640027,4.057244,0.721185,0.293621,69,4.057244,2.295204,-26.990734,4.057244,4.057244,10.143109999999998,69,-26.0
660.169082,sweep,boom,1,0.4,1,0.4,1,,,9.691901,-26.962934,28.625444,-118.791672,-0.140307,1.334224,-0.127194,-0.555326,69,1.334224,2.874325,-26.962934,1.334224,1.334224,3.33556,69,-26.0
660.189783,sweep,boom,1,0.4,1,0.4,1,,,9.696778,-26.972101,28.617918,-118.8228,0.235576,-0.442777,-0.363592,-1.503857,69,-0.442777,4.057244,-26.972101,-0.442777,-0.442777,-1.1069425,69,-26.0
660.210545,sweep,boom,1,0.4,1,0.4,1,,,9.707037,-26.964151,28.604435,-118.830902,0.494147,0.382948,-0.649432,-0.390185,69,0.382948,4.057244,-26.964151,0.382948,0.382948,0.9573699999999999,69,-26.0
660.231249,sweep,boom,1,0.4,1,0.4,1,,,9.698021,-26.916626,28.601429,-118.819946,-0.435422,2.295204,-0.145141,0.529104,69,2.295204,2.894414,-26.916626,2.295204,2.295204,5.73801,69,-26.0
660.251977,sweep,boom,1,0.4,1,0.4,1,,,9.702803,-26.817671,28.603697,-118.798973,0.23068,4.774411,0.109408,1.011695,69,4.774411,2.295204,-26.817671,4.774411,4.774411,11.936027499999998,69,-26.0
660.272681,sweep,boom,1,0.4,1,0.4,1,,,9.699742,-26.711052,28.617331,-118.783607,-0.147787,5.149457,0.658444,0.742234,69,5.149457,2.295204,-26.711052,5.149457,5.149457,12.873642499999999,69,-26.0
